category,title,price,link,image,description,top,middle,base
Unisex,"Maison Crivelli, Bois Datchai Edp 100Ml U","KSh31,500.00",https://cierraperfumes.com/product/maison-crivelli-bois-datchai-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Crivelli-Bois-Datchai-Edp-100ml-U.jpeg?resize=300%2C300&ssl=1,The defining adventure: a taste of spicy black tea and wild berries in the heart of a primitive forest.,The surprising contrast: crisp and lively berries contrast with smoky and enchanting woods.,Fragrance family: woody fruity eau de parfum.,"Key raw materials: blackcurrant bud absolute, black tea absolute, cinnamon essential oil, patchouli essential oil, cedar essential oil, leather accord."
Unisex,"MAISON CRIVELLI, HIBISCUS MAHAJAD EXTRAIT DE PARFUM 100ML U","KSh82,700.00",https://cierraperfumes.com/product/maison-crivelli-hibiscus-mahajad-extrait-de-parfum-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-CRIVELLI-HIBISCUS-MAHAJAD-EXTRAIT-DE-PARFUM-100ML-U.jpeg?resize=300%2C300&ssl=1,"Inspired by tasting an infusion of hibiscus petals in the heart of a gemstone market, Hibiscus Majahad is a flamboyant, shimmering creation that glows with ruby red rose, crushed pomegranate and crystal clean mint, warmed by vanilla and amber. The first extrait in the Maison Crivelli collection takes you beyond the ordinary and into a colourful haze of sensual delights.","Top Notes: Spearmint, CinnamonHeart Notes: Damask Rose, Hibiscus, LeatherBase Notes: Vanilla & Ambrette Musk",,
Unisex,"Maison Crivelli, Hibiscus Mahajad Extrait De Parfum 50Ml U","KSh52,500.00",https://cierraperfumes.com/product/maison-crivelli-hibiscus-mahajad-extrait-de-parfum-50ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Crivelli-Hibiscus-Mahajad-Extrait-De-Parfum-50ml-U.jpeg?resize=300%2C300&ssl=1,"Inspired by tasting an infusion of hibiscus petals in the heart of a gemstone market, Hibiscus Majahad is a flamboyant, shimmering creation that glows with ruby red rose, crushed pomegranate and crystal clean mint, warmed by vanilla and amber. The first extrait in the Maison Crivelli collection takes you beyond the ordinary and into a colourful haze of sensual delights.","Top Notes: Spearmint, CinnamonHeart Notes: Damask Rose, Hibiscus, LeatherBase Notes: Vanilla & Ambrette Musk",,
Unisex,"Maison Crivelli, Iris Malikhan Edp 100Ml U","KSh30,500.00",https://cierraperfumes.com/product/maison-crivelli-iris-malikhan-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Crivelli-Iris-Malikhan-Edp-100ml-U.jpeg?resize=300%2C300&ssl=1,The noble elegant iris with its delicately scented flowers and pungent roots – the famous orris rhizomes – is one of the most ancient as well as most expensive ingredients in perfumery.,"Iris Malikhan is the vision of blue, mauve, purple and white iris blooming on the edge of an arid desert. Green leaves like swords thrust up against the brilliant cloudless sky.","Iris is blended with golden mimosa to conjure an animalic, leathery note intensified and sweetened by vanilla; and by mastic resin “the tears of Chios”.",Top: Mimosa
Unisex,"MAISON CRIVELLI, OUD MARACUJA  EXTRAIT DE PARFUM 50ML U","KSh57,200.00",https://cierraperfumes.com/product/maison-crivelli-oud-maracuja-extrait-de-parfum-50ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-CRIVELLI-OUD-MARACUJA-EXTRAIT-DE-PARFUM-50ML-U.jpeg?resize=300%2C300&ssl=1,"Maison Crivelli’s Oud Maracujá Extrait de Parfum is inspired by the heart of an oud wood forest presented with exotic contrast between the thirst-quenching freshness of passion fruit and the tropical heat of oud wood. This unique accord is enhanced by the lushness of saffron, Indonesian patchouli, leather, and a duo of Turkish rose and vanilla. Made in France.",TOP NOTESPassionfruitEbeliaSaffronTurkish rose,HEART NOTESIndonesian patchouliBenzoin,BASE NOTESLeatherAmber VanillaLabdanumAkigalawood
Unisex,"Maison Crivelli, Patchouli Magnetik Edp 100Ml U","KSh36,400.00",https://cierraperfumes.com/product/maison-crivelli-patchouli-magnetik-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-CRIVELLI-PATCHOULI-MAGNETIK-EDP-100ML-U.jpeg?resize=300%2C300&ssl=1,An Electrifying Take on Patchouli:,"Launched in 2022, Patchouli Magnetik Extrait is an eau de parfum by the niche French fragrance house Maison Crivelli. Unlike your typical earthy or hippie-esque patchouli scents, this one takes an unexpected and modern turn, described as an “electrifying” and “bold” reinterpretation of the classic note.","The perfumer, Quentin Bisch, drew inspiration for this fragrance from a rather unique and evocative image: a motorcycle ride through patchouli fields during a tropical storm. This translates to a scent that’s both earthy and woody, with the patchouli’s dark, musky tones given a jolt of energy by a “luminous and milky duo” of gardenia and sandalwood.",Key Notes and Fragrance Family:
Unisex,"MAISON CRIVELLI, SANTAL VOLCANIQUE EDP 100ML U","KSh35,700.00",https://cierraperfumes.com/product/maison-crivelli-santal-volcanique-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-CRIVELLI-SANTAL-VOLCANIQUE-EDP-100ML-U-1.jpeg?resize=300%2C300&ssl=1,"The scent of scorched sandalwood on the slopes of an erupting volcano. Potent and addictive sandalwood, brightened by the vibrant notes of a spicy coffee.","Notes: ginger, cardamom, limette, sandalwood, cedar wood, ylang-ylang, coffee, musk.",,
Unisex,"Maison Francis Kurkdjian, 724 Edp 70Ml U","KSh45,400.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-724-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-724-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,In the light of a pure sky rising over the city ascends the elegant silhouette of 724.,"To the tempo of bergamot from Calabria, a crystalline white flower accord and sensual musks, this Eau de Parfum captures what all megalopolises have in common: that vibrant energy resonating in unison like a 724-beats-per-minute pulsation.",Fragrance notes:,"Bergamot, mandarin, jasmine, seringat, sweet pea and musks."
Unisex,"Maison Francis Kurkdjian, Aqua Celestia Forte Cologne Edp 70Ml U","KSh32,400.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-aqua-celestia-forte-cologne-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Aqua-Celestia-Forte-Cologne-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,"The bergamot becomes tinged with the fruity notes of blackcurrant, mimosa (with its raspberry and blackberry facets), and jasmine (strawberry, apricot and peach accents), before gradually melting into the mellowness of a fruity musky accord. Aqua Celestia Cologne forte releases a bright, crystal-clear aura and offers a flight towards the horizon.",,,
Unisex,"Maison Francis Kurkdjian, Aqua Celestia Forte Edp 70Ml U","KSh37,700.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-aqua-celestia-forte-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Aqua-Celestia-Forte-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,A heavenly freshness.,"In an aura of absolute serenity, the blue of the sky and the blue of the sea separate allowing the glow of a radiant sun to spring forth.","This energising freshness, embodied by jasmine from Egypt and petigrain from Italy, offers a forte to the intensity of Aqua Celestia.",A light and musky burst of heaven.
Unisex,"Maison Francis Kurkdjian, Aqua Universalis Edt 70Ml U","KSh33,500.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-aqua-universalis-edt-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Aqua-Universalis-Edt-70Ml-U.jpeg?resize=300%2C300&ssl=1,"Aqua Universalis Perfume by Maison Francis Kurkdjian, Women and men can benefit from wearing Aqua Universalis from Maison Francis Kurkdjian. This perfume came out in 2009, and its blend of notes produces a crisp, relaxing sensation. The aromas in the composition include Calabrian bergamot, Sicilian lemon, lily of the valley, mock orange, orange blossom, blonde wood and musk.",,,
Unisex,"Maison Francis Kurkdjian, Aqua Vitae Forte Edp 70Ml U","KSh36,200.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-aqua-vitae-forte-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Aqua-Vitae-Forte-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,"The sun caresses your tanned skin, your senses are awakened, your inspiration overflows. Aqua vitae forte embodies a bright breeze and the power of life. This woody citrus floral eau de parfum sets the senses on fire with its citrus notes and hints of cinnamon and sandalwood.notes","Head notes : bergamot, cardamom, cinnamon, lemon, mandarin, pink pepper","Heart notes : hedione, orange blossom, star anise, ylang-ylang","Base notes : haitian vetiver, mysore sandalwood."
Unisex,"Maison Francis Kurkdjian, Baccarat Rouge 540  Edp 3*11Ml U Miniature","KSh27,800.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-baccarat-rouge-540-edp-311ml-u-miniature/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Baccarat-Rouge-540-Edp-311ml-U-Miniature.jpeg?resize=300%2C300&ssl=1,"Luminous and sophisticated, this eau de parfum lays on the skin like an amber, floral and woody breeze. A poetic alchemy with a graphic and highly condensed signature.","Notes: Jasmine, saffron, cedarwood, ambergris.",A trio of travel-sized fragrances featuring the scent of Baccarat Rouge 540 Eau de Parfum.,11ml edp×3 kshs 27800
Unisex,"Maison Francis Kurkdjian, Baccarat Rouge 540 Edp 70Ml U","KSh53,700.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-baccarat-rouge-540-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Baccarat-Rouge-540-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,"Created as a celebration of the 250th anniversary of French crystal house Baccarat, this fragrance was inspired by the signature ruby crystal used in their iconic chandeliers. This romantic-feeling scent opens with the ethereal notes of jasmine and saffron, before softening into a woodier blend of amber accord and cedar. The fragrance is longwearing and has strong sillage.","Notes to know:Jasmine, saffron, cedar wood and ambergris.",,
Unisex,"Maison Francis Kurkdjian, Baccarat Rouge 540 Extrait De Parfum 70Ml U","KSh83,800.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-baccarat-rouge-540-extrait-de-parfum-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-FRANCIS-KURKDJIAN-BACCARAT-ROUGE-540-EXTRAIT-DE-PARFUM-70ML-U.jpeg?resize=300%2C300&ssl=1,"The Baccarat Rouge 540 extrait de parfum augments the strength and radiance of the fragrance’s amber woody floral aura. In this exalted version of a signature scent, jasmine blossoms and woody musks engage in an alchemy of the senses. A profusion and fusion of the elements that can only be tamed by the art of the perfumer and time-tested wisdom. Made in France.",NOTESGrandiflorum jasmine from EgyptSaffronBitter almond from MoroccoCedar woodMusky woody accordAmbergris,,
Unisex,"Maison Francis Kurkdjian, Baccarat Rouge Extrait De Parfum 3*11Ml U Miniature","KSh35,200.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-baccarat-rouge-extrait-de-parfum-311ml-u-miniature/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Baccarat-Rouge-Extrait-De-Parfum-311ml-U-Miniature.jpeg?resize=300%2C300&ssl=1,Baccarat Rouge 540 Extrait de Parfum intensifies the power and radiance of the three breaths that compose the Eau de Parfum without betraying its original inspiration.,"Born of the perfumer’s mastery and time-tested wisdom, this Extrait de Parfum is, for Francis Kurkdjian, a culmination.",Top notes of jasmine Grandiflorum from Egypt delicately accentuate the breadth of expertise evoking both the skilful hand that picked the flower and the one that transformed it into an absolute.,"The breath of fire is enhanced by the powdery, gourmand facets of bitter almond from Morocco, extracted as an essential oil using an ancestral process. Lastly, the breath of minerals built around ambergris softens on contact with a woody musk accord."
Unisex,"Maison Francis Kurkdjian, Cologne Forte  Edp 4*5Ml U Min Set","KSh9,600.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-cologne-forte-edp-45ml-u-min-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Cologne-Forte-Edp-45ml-U-Min-Set.jpeg?resize=300%2C300&ssl=1,Set Maison Francis Kurrkdjian Paris Collection Cologne Forte EDP.,"Includes 4 mini spray bottles, each 5ml.The scents in the set include:","– Aqua Vitae: extremely elegant and clean, as if you have just taken a thorough bath with the gentle scent of fragrant citrus. This citrus scent awakens your senses with lemon from Calabria, mandarin from Sicily, hedione, vanilla absolute, tonka bean and gaiac wood.","– Aqua Media: New 2023, like a newly cut patch of grass still covered with morning dew. It’s fresh, green, rich in citrus and has a subtle, gentle bitterness from matcha. The unique highlight of fennel and verbena adds a sharp edge to the green scent on a woody and musk background"
Unisex,"Maison Francis Kurkdjian, Gentle Fluidity  Edp 2*5Ml U Min Set","KSh9,100.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-gentle-fluidity-edp-25ml-u-min-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Gentle-Fluidity-Edp-25ml-U-Min-Set.jpeg?resize=300%2C300&ssl=1,2 x 5ml Eau De Parfum for men and women.,"Gentle Fluidity Gold – a Amber Vanilla fragrance for women and men launched in 2019. Notes include Vanilla, Amber, Musk, Woodsy Notes, Juniper Berries, Nutmeg and Coriander.","Gentle Fluidity Silver – a Aromatic Spicy fragrance for women and men launched in 2019. Notes include Juniper Berries, Musk, Coriander, Woodsy Notes, Nutmeg, Amber and Vanilla.",
Unisex,"Maison Francis Kurkdjian, Gentle Fluidity Gold Edp 200Ml U","KSh62,400.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-gentle-fluidity-gold-edp-200ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Gentle-Fluidity-Gold-Edp-200ml-U.jpeg?resize=300%2C300&ssl=1,"Same notes, two identities. The challenge is to create two singular eaux de parfum using the same ingredients: juniper berries, nutmeg, coriander, musks, amber wood and vanilla to express their full potential. The Gentle Fluidity duo was imagined by the perfumer to sketch two distinctive olfactive silhouettes for him and for her in a gentle blurring of identities.","In the generous and fully enveloping trail of gentle Fluidity Gold Maison Francis Kurkdjian, you’ll find essence of coriander seeds and an extra dose of musks and vanilla. Like the musks, the coriander seeds’ spicy floral notes add a breezy volume and lasting trail. The vanilla accord brings tasty and reassuring back notes underscored by the amber wood which sketches a bright and radiant silhouette. gentle Fluidity Gold eau de parfum diffuses comfortable notes, a reassuring musky ambery scent.",,
Unisex,"Maison Francis Kurkdjian, Gentle Fluidity Gold Edp 70Ml U","KSh37,900.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-gentle-fluidity-gold-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Gentle-Fluidity-Gold-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,"Same notes, two identities. The challenge is to create two singular eaux de parfum using the same ingredients: juniper berries, nutmeg, coriander, musks, amber wood and vanilla to express their full potential. The Gentle Fluidity duo was imagined by the perfumer to sketch two distinctive olfactive silhouettes for him and for her in a gentle blurring of identities.","In the generous and fully enveloping trail of gentle Fluidity Gold Maison Francis Kurkdjian, you’ll find essence of coriander seeds and an extra dose of musks and vanilla. Like the musks, the coriander seeds’ spicy floral notes add a breezy volume and lasting trail. The vanilla accord brings tasty and reassuring back notes underscored by the amber wood which sketches a bright and radiant silhouette. gentle Fluidity Gold eau de parfum diffuses comfortable notes, a reassuring musky ambery scent.",,
Unisex,"Maison Francis Kurkdjian, Gentle Fluidity Silver Edp 70Ml U","KSh41,600.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-gentle-fluidity-silver-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Gentle-Fluidity-Silver-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,"A novel concept, two fragrances that share the same ingredients, at differing strengths, to offer two unique scent profiles. Born out of Kurkdjian’s imagination, the two distinct olfactory silhouettes are composed of juniper, musk, amber, nutmeg, vanilla and coriander. Gentle Fluidity Silver is presented as the more masculine of the pair. Vibrant, fresh and aromatic, this sophisticated scent prominently features the spiciness of the nutmeg with the energising freshness of the juniper. Elegant, refined and completely charming.",Top notes: Pineapple.,"Middle notes: Bergamot, Berries, Nutmeg, PineappleCoriander.","Base notes: Amber wood, Cedar, Musk, Vanilla."
Unisex,"Maison Francis Kurkdjian, Grand Soir Edp 200Ml U","KSh70,800.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-grand-soir-edp-200ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Grand-Soir-Edp-200ml-U.jpeg?resize=300%2C300&ssl=1,"Grand Soir plunges us into the intoxication of a Parisian night when the capital is illuminated by a luminous aura and the enveloping warmth of vanilla. Anticipated by benzoin, amber, the guest of honour of this eau de parfum, fuses with tonka bean.",Notes,"Head notes : labdanum cistus, orange",Heart notes : benjoin siam.
Unisex,"Maison Francis Kurkdjian, Grand Soir Edp 70Ml U","KSh40,200.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-grand-soir-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Grand-Soir-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,"Grand Soir plunges us into the intoxication of a Parisian night when the capital is illuminated by a luminous aura and the enveloping warmth of vanilla. Anticipated by benzoin, amber, the guest of honour of this eau de parfum, fuses with tonka bean.","Opening notes: Labdanum cistus, Orange.",Mid notes: Benjoin siam.,"Base notes: Amber, Cedar, Musk, Tonka, Vanilla"
Unisex,"MAISON FRANCIS KURKDJIAN, MEDIA COLOGNE FORTE EDP 70ML U","KSh35,900.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-media-cologne-forte-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-FRANCIS-KURKDJIAN-MEDIA-COLOGNE-FORTE-EDP-70ML-U.jpeg?resize=300%2C300&ssl=1,,,,
Unisex,"Maison Francis Kurkdjian, Oud Edp 70Ml U","KSh43,400.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-oud-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Oud-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,"Maison Francis Kurkdjian, Oud Edp 70Ml U",,,
Unisex,"MAISON FRANCIS KURKDJIAN, OUD EXTRAIT DE PARFUM 70ML U","KSh56,500.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-oud-extrait-de-parfum-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-FRANCIS-KURKDJIAN-OUD-EXTRAIT-DE-PARFUM-70ML-U.jpeg?resize=300%2C300&ssl=1,,,,
Unisex,"MAISON FRANCIS KURKDJIAN, OUD SATIN MOOD EDP 70ML U","KSh45,500.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-oud-satin-mood-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-FRANCIS-KURKDJIAN-OUD-SATIN-MOOD-EDP-70ML-U.jpeg?resize=300%2C300&ssl=1,"Free interpretation of oud wood, a rare and precious material, this OUD satin mood Maison Francis Kurkdjian eau de parfum reflects the creator’s desire to bring a shimmering facet to life. Wrap yourself in the woody ambery scent to suspend time and lose yourself in the depth of the here and now. Transported by the finesse of the violet accord, the oud wood from Laos bows down to the essence of rose from Bulgaria and rose absolute from Turkey to then blend into the rich vanilla amber accord. Oud satin mood is made to be delicately worn on your skin like a rich fabric.",Notes:,"Violet accord, damascena rose essence from Bulgaria, rose absolute from Turkey, natural oud from Laos, Benzoin from Siam, amber, vanilla accord.",
Unisex,"MAISON FRANCIS KURKDJIAN, OUD SATIN MOOD EXTRAIT DE PARFUM EDP 70ML U","KSh62,600.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-oud-satin-mood-extrait-de-parfum-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-FRANCIS-KURKDJIAN-OUD-SATIN-MOOD-EXTRAIT-DE-PARFUM-EDP-70ML-U.jpeg?resize=300%2C300&ssl=1,,,,
Unisex,"Maison Francis Kurkdjian, Oud Silk Mood Edp 70Ml U","KSh43,700.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-oud-silk-mood-edp-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Francis-Kurkdjian-Oud-Silk-Mood-Edp-70ml-U.jpeg?resize=300%2C300&ssl=1,"Fascinating and full of contrasts like a piece of colourful wild silk, the Oud Silk Mood Eau de Parfum unfolds in an airy and sensual fashion.","Woven from oud from Laos – a rare and precious natural ingredient – rose absolute from Bulgaria and bergamot from Calabria, its aura blends freshness and enchantment in a harmonious balance between Orient and Occident.","Notes: Bergamot from Italy, Blue chamomile from Morocco, Rose from Bulgaria Hedione, Guaiac wood Oud from Laos, Papyrus from India.",
Unisex,"MAISON FRANCIS KURKDJIAN, OUD SILK MOOD EXTRAIT DE PARFUM 70ML U","KSh56,500.00",https://cierraperfumes.com/product/maison-francis-kurkdjian-oud-silk-mood-extrait-de-parfum-70ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-FRANCIS-KURKDJIAN-OUD-SILK-MOOD-EXTRAIT-DE-PARFUM-70ML-U.jpeg?resize=300%2C300&ssl=1,,,,
Unisex,"Maison Lancome, Figues & Agrumes Edp 100Ml U","KSh27,900.00",https://cierraperfumes.com/product/maison-lancome-figues-agrumes-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Lancome-Figues-Agrumes-Edp-100ml-U.jpeg?resize=300%2C300&ssl=1,A bright Assemblage evoking the fragrances of a Mediterranean orchard.,The exhilarating freshness of sun-kissed green figs is bejewelled with sparkling citrus notes and sunny jasmine accents.,,
Unisex,"Maison Lancome, Lavandes Trianon Edp 100Ml U","KSh34,600.00",https://cierraperfumes.com/product/maison-lancome-lavandes-trianon-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Lancome-Lavandes-Trianon-Edp-100ml-U.jpeg?resize=300%2C300&ssl=1,"Discover Lavandes Trianon, Lancôme sublimely crafted perfume, an Assemblage of two French Lavender flowers from Drôme Provençale, softened by a Crystallized Vanilla signature",,,
Unisex,"Maison Lancome, Oud Bouquet Edp 100Ml U","KSh36,800.00",https://cierraperfumes.com/product/maison-lancome-oud-bouquet-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Lancome-Oud-Bouquet-Edp-100ml-U.jpeg?resize=300%2C300&ssl=1,"Ôud Bouquet is a narcotic and sensual rose. It draws its mysterious depth from the heart of oriental wood and its strength from warm, captivating spices. Fabrice Pellegrin, renowned for his subtle creations, blended a trio of bold woods – composed of 20-year-old Oud Wood and smoky Guaiac Wood softened by the enveloping sweetness of Copahu Wood. The Praline Rose signature, crafted from Centifolia Rose Absolute, Vanilla and a Praline Accord, gives this fragrance an enigmatic and infinitely seductive power. [Woody Oriental]",,,
Unisex,"Maison Lancome, Patchouli Aromatique Edp 100Ml U","KSh38,700.00",https://cierraperfumes.com/product/maison-lancome-patchouli-aromatique-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Lancome-Patchouli-Aromatique-Edp-100ml-U.jpeg?resize=300%2C300&ssl=1,"Enhanced with the opulence of patchouli and the warm and earthy notes of vetiver, the lancôme patchouli aromatique eau de parfum makes a striking and warm fragrance choice. An enchanting offering from the parisian scent makers, the decadent fragrance is presented in a captivating glass and gold bottle that will take pride of place in your collection.",,,
Unisex,"Maison Lancome, Tubereuse Castane Edp 100Ml U","KSh27,900.00",https://cierraperfumes.com/product/maison-lancome-tubereuse-castane-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Lancome-Tubereuse-Castane-Edp-100ml-U.jpeg?resize=300%2C300&ssl=1,Maison Lancôme Tubéreuses Castane by Lancome is a floral fragrance for women and men.,"It contains notes of chestnut, tuberose and tonka bean.",,
Unisex,"MAISON MARGIELA, REPLICA AT THE BERBER’S  EDT 100ML M","KSh23,100.00",https://cierraperfumes.com/product/maison-margiela-replica-at-the-berbers-edt-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/MAISON-MARGIELA-REPLICA-AT-THE-BERBERS-EDT-100ML-M.jpeg?resize=300%2C300&ssl=1,At the Barber’s scent evokes the memory of an invigorating masculine ritual: the sounds and sensations encountered at a local barber shop.,"Get back to this relaxing instant with this aromatic Eau de Toilette. At the Barber’s is a true balance between aromatic and woody notes.Its freshness is made up with tonka beans, white musk, black pepper, rosemary, lavender and basil accord.",Focus on the orchestrated ballet of gestures: a shaving brush is soaked with soapsuds before the blade slides jerkily over the skin.The trendy vintage ritual ends with the soft rustling of a warm white towel on the cheeks.,"-Top: bigarade essence, basil accord, black pepper."
Unisex,"Maison Margiela, Replica Autumn Vibes  Edt 100Ml U","KSh18,900.00",https://cierraperfumes.com/product/maison-margiela-replica-autumn-vibes-edt-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Margiela-Replica-Autumn-Vibes-Edt-100ml-U.jpeg?resize=300%2C300&ssl=1,"AUTUMN VIBES is an earthy fragrance inspired by a breath of fresh air on a colorful fall day, the sound of golden leaves crunching beneath your foot steps, and a moment of escape.","This crisp, woody scent balances spicy cardamom alongside warm notes of cedarwood and moss accord, instantly transporting you to vivid Autumn memories.","Key Notes: Red Berries, Cardamom, Cedarwood, Moss",
Unisex,"Maison Margiela, Replica Bubble Bath Edt 100Ml U","KSh22,400.00",https://cierraperfumes.com/product/maison-margiela-replica-bubble-bath-edt-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Margiela-Replica-Bubble-Bath-Edt-100ml-U.jpeg?resize=300%2C300&ssl=1,The relaxing memory of a me time moment in the bubbles of a hot scented bath. Sweet memories of relaxing moments enjoying a hot bubble bath. Slowly plunge yourself in the warm scented water and feel your body soothed from all tensions. Replica Bubble Bath by Maison Margiela makes you relive the exquisite “me time” of pure wellness. This clean & fresh eau de toilette captures the soothing sensation of a hot bath filled to the brim with fragrant soap bubbles.,This gentle floral fragrance is a bubble of comfort and freshness. The soothing notes of coconut milk blended with the clean freshness of the soap bubble accord recreat the relaxing feeling of a hot foaming bath.,"To fully evoke this moment of pure wellness, the Bubble Bath perfume makes you feel the comfort of wrapping yourself in a soft towel. This cocooning sensation is brought by enveloping notes of white musks and delicate floral notes of Rose Superessence",
Unisex,"Maison Margiela, Replica By The Fireplace Edt 100Ml U","KSh18,500.00",https://cierraperfumes.com/product/maison-margiela-replica-by-the-fireplace-edt-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Maison-Margiela-Replica-By-the-Fireplace-Edt-100ml-U.jpeg?resize=300%2C300&ssl=1,"This woody and warm perfume, By The Fireplace, is part of the Replica Collection by Maison Margiela, a set of fragrances designed to reflect our personal memories.","This fragrance is built upon a delicious Chestnut Accord for a cocooning effect, with top notes of Pink Pepper and Clove, contrasting with warm notes of Cashmere and Orange Flower. This enveloping addiction, intensified by woody notes, evokes the sweetness of a Winters evening spent by the fireplace.",,
